DATE,FEDMINNFRWG,month_year
10/1/16,7.25,10_2016
11/1/16,7.25,11_2016
12/1/16,7.25,12_2016
1/1/17,7.25,1_2017
2/1/17,7.25,2_2017
3/1/17,7.25,3_2017
4/1/17,7.25,4_2017
5/1/17,7.25,5_2017
6/1/17,7.25,6_2017
7/1/17,7.25,7_2017
8/1/17,7.25,8_2017
9/1/17,7.25,9_2017
10/1/17,7.25,10_2017
11/1/17,7.25,11_2017
12/1/17,7.25,12_2017
1/1/18,7.25,1_2018
2/1/18,7.25,2_2018
3/1/18,7.25,3_2018
4/1/18,7.25,4_2018
5/1/18,7.25,5_2018
6/1/18,7.25,6_2018
7/1/18,7.25,7_2018
8/1/18,7.25,8_2018
9/1/18,7.25,9_2018
10/1/18,7.25,10_2018
11/1/18,7.25,11_2018
12/1/18,7.25,12_2018
1/1/19,7.25,1_2019
2/1/19,7.25,2_2019
3/1/19,7.25,3_2019
